Unit Name,Current Guesty Tags,CITY,PMC-INFORMATION,PROPERTY-EMAIL,VILLA NET DESTINATION TAG,VILLA NET PROPERTY MANAGER NAME,VILLA NET PARTNER RESERVATION EMAIL,VILLA NET RANK,VILLA NET COMMISSION RATE,VILLA NET EXCLUSIVE UNITS MANAGED,VILLA NET YEARS IN BUSINESS,VILLA NET AVG RESPONSE TIME HOURS,VILLA NET CALENDAR SYNC 99,VILLA NET CREDIT CARD ACCEPTED,VILLA NET INSURED,VILLA NET BANK TRANSFER ACCEPTED,VILLA NET STANDARDIZED HOUSEKEEPING,VILLA NET STAFF GRATUITY GUIDELINE,VILLA NET GATED COMMUNITY,VILLA NET GOLF VILLA,VILLA NET RESORT VILLA,VILLA NET RESORT COLLECTION NAME,VILLA NET CHEF INCLUDED,VILLA NET TRUE BEACH FRONT,VILLA NET COOK INCLUDED,VILLA NET WAITER BUTLER INCLUDED,VILLA NET OCEAN FRONT,VILLA NET OCEAN VIEW,VILLA NET WALK TO BEACH,VILLA NET ACCESSIBLE,VILLA NET PRIVATE GYM,VILLA NET PRIVATE CINEMA,VILLA NET PICKLEBALL,VILLA NET TENNIS,VILLA NET GOLF CART INCLUDED,VILLA NET HEATED POOL
Palm Villa,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Quinta Clara 4BR,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Quinta Clara 5BR,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Quinta Clara 6BR,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Quinta Clara 7BR,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Brianna,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Kaa Nah,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Karlita,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Mirasol 9BR,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Saasil,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Turquesa ML,"Maya Luxe, Mexico",Playa del Carmen,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
La Gran Tortuga,"Maya Luxe, Mexico",Playa del Secreto,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Carolina,"Maya Luxe, Mexico",Playa Paraiso,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Carrera,"Maya Luxe, Mexico",Playa Paraiso,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa del Agua,"Maya Luxe, Mexico",Puerto Aventuras,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa del Viento 5BR,"Maya Luxe, Mexico",Puerto Aventuras,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Marina Puerto,"Maya Luxe, Mexico",Puerto Aventuras,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Puerto Estate,"Maya Luxe, Mexico",Puerto Aventuras,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Zacil Na 5BR,"Maya Luxe, Mexico",Puerto Aventuras,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Estrella Mar,"Maya Luxe, Mexico",Puerto Vallarta,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Del Sol,"Maya Luxe, Mexico",San Miguel de Cozumel,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Grace,"Maya Luxe, Mexico",San Miguel de Cozumel,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Onze Xpuha 7BR,"Maya Luxe, Mexico",Santa Teresita,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Napa,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Priakos,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Vihara,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Yardena,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cenote del Mar,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hacienda Caracol,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moonstar 4BR,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Moonstar 5BR,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Amara 3BR,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Amara 4BR,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Amara 5BR,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa La Semilla,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Lol Beh,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Sofia,"Maya Luxe, Mexico",Tankah Cuatro,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Zama,"Maya Luxe, Mexico",Tankah Pueblo,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aldea Canzul Estate,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ambre et Epices,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Candela Uno,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Bautista,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Chechén,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Chukum,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa de las Palmas,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Ha,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Ixchel 6BR,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Kati Kaan,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Casa Xolo,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Château Sixteen,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hacienda Babylon,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Hacienda Paraiso MEX,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Fosca,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Imperia,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Nest,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Soliman,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Virginia,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yum Kaax,"Maya Luxe, Mexico",Tulum,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Private Paradise,"Maya Luxe, Mexico",Villa Tikal,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Eden,"Maya Luxe, Mexico",Villa Tikal,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Esencia La Mansion,"Maya Luxe, Mexico",Xpu Há,Maya Luxe,rosemarie@mayaluxe.com,"Riviera Maya, Mexico",Maya Luxe,agents@mayaluxe.com,9.2,12,87,14,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Abby 3BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Acai,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Adage,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Adharra,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aka,"Ici et La, Corossol, St. Barts",Corossol,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Alhéna,"Ici et La, Lurin, St. Barts",Lurin,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aliza 3BR,"Ici et La, Saint Jean, St. Barts", ,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Alize D'Eden,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Alouette,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Alphane,"Ici et La, Montjean, St. Barts",Montjean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Always,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Amalur,"Ici et La, Toiny, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Anakao 2BR,"Ici et La, Saint Jean, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Apiano 4BR,"Ici et La, Grand Fond, St. Barts",Grand Fond,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Arawak,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Armor,"Ici et La, Montjean, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Arrowmarine 3BR,"Ici et La, Montjean, St. Barts",Montjean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Au Coeur Rocher 3BR,"Ici et La, Vitet, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Au Paille en Queue,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aura 6BR,"Ici et La, Gouverneur, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aurea,"Ici et La, Lorient, St. Barts",Lorient,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Avalon 4BR,"Ici et La, Gouverneur, St. Barts",Gouverneur,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Avenstar,"Ici et La, Lorient, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Axel Rocks,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aya 2BR,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Azetes 4BR,"Ici et La, Petite Saline, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bakea,"Ici et La, Anse des Cayes, St. Barts",Anse des Cayes,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
